repo	kind	priority	curation_score	language	stars	code_hit_count	in_candidate_catalog	in_language_snapshot	reasons	html_url
DrownedInAPond/Lolcode-Calculator	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/DrownedInAPond/Lolcode-Calculator
EmptineX/Lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/EmptineX/Lolcode
EvanCPSC/lolcodes	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/EvanCPSC/lolcodes
FlamongoBird/LOLCODE-Fib	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/FlamongoBird/LOLCODE-Fib
FoxWorn3365/LOL-Test	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/FoxWorn3365/LOL-Test
Github12121/LOLCODE-STUFF	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Github12121/LOLCODE-STUFF
IceboxDev/LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/IceboxDev/LOLCODE
Johnmacrocraft/stop-making-pmmp-forks	corpus	P3	10	JavaScript	0	0	no	no	corpus-signal	https://github.com/Johnmacrocraft/stop-making-pmmp-forks
JonathanMcCormickJr/lolcode-fractal-tree	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/lolcode-fractal-tree
JonathanMcCormickJr/lolcode-web-app	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/lolcode-web-app
JonathanMcCormickJr/my-first-lolcode-program	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/my-first-lolcode-program
Jun-L04/RelativelyPRIME	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Jun-L04/RelativelyPRIME
KAYDAVID/LOLCALC	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/KAYDAVID/LOLCALC
KyleCow/LOLCODe	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/KyleCow/LOLCODe
MarekGluch/lolcode-circle-and-cross	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/MarekGluch/lolcode-circle-and-cross
Mashuramaru/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Mashuramaru/lolcode
McMunchly/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/McMunchly/lolcode
Milkdromeda-333/Favorite-food-using-LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/Favorite-food-using-LOLCODE
Milkdromeda-333/Integer-calculator-using-LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/Integer-calculator-using-LOLCODE
Milkdromeda-333/name-asker-wiff-LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/name-asker-wiff-LOLCODE
MiscStuff839/Lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/MiscStuff839/Lolcode
Nuculais/21-Sticks	corpus	P3	10	C#	0	0	no	no	corpus-signal	https://github.com/Nuculais/21-Sticks
PatricCaviezel/LOLCODE-Fibonacci	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/PatricCaviezel/LOLCODE-Fibonacci
QojoSatoru/LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/QojoSatoru/LOLCODE
RaddedMC/gcd-in-lol	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/RaddedMC/gcd-in-lol
RamBenitez/lolcode-lexical-analyzer	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/RamBenitez/lolcode-lexical-analyzer
SVersj/go-lolcode	corpus	P3	10	Go	0	0	no	no	corpus-signal	https://github.com/SVersj/go-lolcode
SomeUnusualGames/Flag-Wars-3-LOLCODE	corpus	P3	10	LOLCODE	0	0	yes	yes	corpus-signal,also-in-language-snapshot,already-in-candidate-catalog	https://github.com/SomeUnusualGames/Flag-Wars-3-LOLCODE
Stanlee1234/LOLCODE-ADV-CALC	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/Stanlee1234/LOLCODE-ADV-CALC
TheRepoArchiver/stop-making-pmmp-forks	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/TheRepoArchiver/stop-making-pmmp-forks
TheSquashyMaker/LOLCODE-EXPERIMENTS	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/TheSquashyMaker/LOLCODE-EXPERIMENTS
TheeErnie/lolcode_stuff	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/TheeErnie/lolcode_stuff
TylerMathews12/lolcode-RPS	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/TylerMathews12/lolcode-RPS
UlisseMini/RockPaperScissors	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/UlisseMini/RockPaperScissors
ViWilde/i-can-haz-mr-eatens-name	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/ViWilde/i-can-haz-mr-eatens-name
ZadenMaestas/Dank-Calculator	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/ZadenMaestas/Dank-Calculator
aDENTinTIME/toying_with_LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/aDENTinTIME/toying_with_LOLCODE
anttijuu/lolhello	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/anttijuu/lolhello
arcblast/project	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/arcblast/project
arrudagates/lolcode-funzies	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/arrudagates/lolcode-funzies
artificialstarlight/LOLchat	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/artificialstarlight/LOLchat
arymus/lolcode-basics	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/arymus/lolcode-basics
bennettaur/lol-files	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/bennettaur/lol-files
camh96/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/camh96/lolcode
camilomolina/lolcode-labs	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/camilomolina/lolcode-labs
coding-club-toulouse/fizzbuzz-lolcode	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/coding-club-toulouse/fizzbuzz-lolcode
danfoy/fizzbuzz-lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/danfoy/fizzbuzz-lolcode
daniellucasdev/calc-cat	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/daniellucasdev/calc-cat
devoops0/lolfun	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/devoops0/lolfun
dr2xmillion371/lolcode-projects	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/dr2xmillion371/lolcode-projects
elliott1645/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/elliott1645/lolcode
evyatarmeged/lolcode-snek	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/evyatarmeged/lolcode-snek
foshesss/LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/foshesss/LOLCODE
harsh778/lol	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/harsh778/lol
hectoxor/DFS-in-LOLcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/hectoxor/DFS-in-LOLcode
helionek/lolcode-n-befunge	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/helionek/lolcode-n-befunge
htrant/lol-world	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/htrant/lol-world
in0x/spoj_lol	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/in0x/spoj_lol
itrujnara/List_1_LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/itrujnara/List_1_LOLCODE
jBugman/lol	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/jBugman/lol
jacob-a132/LOLcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jacob-a132/LOLcode
jamtot/LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jamtot/LOLCODE
jans-code/janslolcodekernel	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/jans-code/janslolcodekernel
jasonhemann/canhazKanren	corpus	P3	10	LOLCODE	0	0	no	no	corpus-signal	https://github.com/jasonhemann/canhazKanren
jasonhemann/lolcode-lang	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jasonhemann/lolcode-lang
jeoffnathaniel/CMSC124-MALOLOPETS-SYNTAXSEMANTICS-LOLCODE-ANALYZER	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/jeoffnathaniel/CMSC124-MALOLOPETS-SYNTAXSEMANTICS-LOLCODE-ANALYZER
jinsen-x/lolcode-game-of-life	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jinsen-x/lolcode-game-of-life
jojo2357/ConvolutionLolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jojo2357/ConvolutionLolcode
jrem090/LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jrem090/LOLCODE
jrochafonso/lolcode_tryout	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jrochafonso/lolcode_tryout
jubiman/AOC2022	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/jubiman/AOC2022
kevinahuber/LOLCATFUNYAY	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/kevinahuber/LOLCATFUNYAY
klgonzales/cmsc124-lolcode-main	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/klgonzales/cmsc124-lolcode-main
lbarry00/LOL	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/lbarry00/LOL
maddyb99/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/maddyb99/lolcode
manisha069/Even-Odd-LOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/manisha069/Even-Odd-LOLCODE
mburnayev/LOLCODE-networking	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/mburnayev/LOLCODE-networking
michalier/LOLcodeInterpreter	corpus	P3	10	Rust	0	0	no	no	corpus-signal	https://github.com/michalier/LOLcodeInterpreter
nalbion/lol-json	corpus	P3	10	Python	0	0	no	no	corpus-signal	https://github.com/nalbion/lol-json
nchammer/adventofcode2019_lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/nchammer/adventofcode2019_lolcode
nina-vyedin-simplisafe/agentic-workshop	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/nina-vyedin-simplisafe/agentic-workshop
ofekih/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/ofekih/lolcode
orchardstreet/LOLCODE-IRC-client	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/orchardstreet/LOLCODE-IRC-client
residualmind/lolifyjs	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/residualmind/lolifyjs
rmartyna/LOLCODE-examples	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/rmartyna/LOLCODE-examples
rollen1/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/rollen1/lolcode
sergiomtzlosa/LOLPROGRAMS	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/sergiomtzlosa/LOLPROGRAMS
shyboynccu/LOLCODE	corpus	P3	10		0	0	no	no	corpus-signal	https://github.com/shyboynccu/LOLCODE
ssuksawat/LOLTACTOE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/ssuksawat/LOLTACTOE
sweetx2apple/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/sweetx2apple/lolcode
taprapka/lolcode	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/taprapka/lolcode
technoi7/ticTacToeLOLCODE	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/technoi7/ticTacToeLOLCODE
theFox6/LOLCoinz	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/theFox6/LOLCoinz
tuffk/lols	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/tuffk/lols
wattsap/lolearning	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/wattsap/lolearning
wonder-coconut/lolcode_circlejerk	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/wonder-coconut/lolcode_circlejerk
wydialang/lolcode-project	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/wydialang/lolcode-project
yashbee313839/LOLCODE-Scripts	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/yashbee313839/LOLCODE-Scripts
zachdeibert/lol-say	corpus	P3	10	LOLCODE	0	0	no	yes	corpus-signal,also-in-language-snapshot	https://github.com/zachdeibert/lol-say
seanpm2001/Bliss_Browser_LOLCODE	tooling	P2	9	LOLCODE	2	0	no	yes	tooling-signal,corpus-signal,noise-signal,also-in-language-snapshot	https://github.com/seanpm2001/Bliss_Browser_LOLCODE
Antropom/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/Antropom/lolcode-docs
CMSC124-SAT-SEM1-2021/Eclarin_A_Milla_R_LOLCODE	docs	P2	8		0	0	no	no	docs-signal	https://github.com/CMSC124-SAT-SEM1-2021/Eclarin_A_Milla_R_LOLCODE
JonJC/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/JonJC/lolcode-docs
MarkRidings/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/MarkRidings/lolcode-docs
SandeeepKiran/LOLCODE-https-learnxinyminutes.com-docs-LOLCODE-	docs	P2	8		0	0	no	no	docs-signal	https://github.com/SandeeepKiran/LOLCODE-https-learnxinyminutes.com-docs-LOLCODE-
aquaviter/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/aquaviter/lolcode-docs
brainjuicer/lolcode2	docs	P2	8		0	0	no	no	docs-signal	https://github.com/brainjuicer/lolcode2
enoviti/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/enoviti/lolcode-docs
gcv-auk/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/gcv-auk/lolcode-docs
geeklearningpath/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/geeklearningpath/lolcode-docs
impressivewebs/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/impressivewebs/lolcode-docs
joshjavier/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/joshjavier/lolcode-docs
lolcodepp/lolcode-spec	docs	P2	8		0	0	no	no	docs-signal	https://github.com/lolcodepp/lolcode-spec
madhuprasanna/lolcode	docs	P2	8		0	0	no	no	docs-signal	https://github.com/madhuprasanna/lolcode
mattyejohnson/LOLCodeDocSite	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/mattyejohnson/LOLCodeDocSite
mcy/LOLCODE	docs	P2	8		0	0	no	no	docs-signal	https://github.com/mcy/LOLCODE
onejane123/justinmezad	docs	P2	8		0	0	no	no	docs-signal	https://github.com/onejane123/justinmezad
prince-sachdev/lolcode	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode
prince-sachdev/lolcode-2	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-2
prince-sachdev/lolcode-3	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-3
prince-sachdev/lolcode-4	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-4
prince-sachdev/lolcode-5	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-5
prince-sachdev/lolcode-6	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-6
prince-sachdev/lolcode-8	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-8
prince-sachdev/lolcode-9	docs	P2	8		0	0	no	no	docs-signal	https://github.com/prince-sachdev/lolcode-9
remotesynth/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/remotesynth/lolcode-docs
remotesynth/lolcode-docs-test	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/remotesynth/lolcode-docs-test
rhanneken/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/rhanneken/lolcode-docs
stetsonia/lolcode-docs	docs	P2	8	HTML	0	0	no	no	docs-signal	https://github.com/stetsonia/lolcode-docs
tewe11/lolcode-docs	docs	P2	8		0	0	no	no	docs-signal	https://github.com/tewe11/lolcode-docs
Adjamo/ROFL-On-Rails	noise	P4	3	Ruby	8	0	no	no		https://github.com/Adjamo/ROFL-On-Rails
eggyknap/pllolcode	noise	P4	3	C	6	0	yes	no	already-in-candidate-catalog	https://github.com/eggyknap/pllolcode
satyamshorrf/Funny-Coding-Languages	noise	P4	3	POV-Ray SDL	5	0	no	no		https://github.com/satyamshorrf/Funny-Coding-Languages
aurasphere/scripts	noise	P4	3	Java	4	0	no	no		https://github.com/aurasphere/scripts
Arfuirl/Text-Adventure-in-LOLCODE	noise	P4	3		1	0	no	no		https://github.com/Arfuirl/Text-Adventure-in-LOLCODE
MemeFlavor/LOLSCRIPT	noise	P4	3	Lua	1	0	no	no		https://github.com/MemeFlavor/LOLSCRIPT
Shellanigans/EmojiPaster	noise	P4	3	PowerShell	1	0	no	no		https://github.com/Shellanigans/EmojiPaster
Teach-Programming/LolCode	noise	P4	3		1	0	no	no		https://github.com/Teach-Programming/LolCode
chunkybanana/PXLCODE	noise	P4	3	Python	1	0	no	no		https://github.com/chunkybanana/PXLCODE
markwatkinson/lol-cm	noise	P4	3	JavaScript	1	0	no	no		https://github.com/markwatkinson/lol-cm
sjansen/lolcode-go	noise	P4	3	Go	1	0	no	no		https://github.com/sjansen/lolcode-go
0xicl33n/discord.lol	noise	P4	0		0	0	no	no		https://github.com/0xicl33n/discord.lol
ANG3L0/mipsr10k	noise	P4	0	Verilog	0	0	no	no		https://github.com/ANG3L0/mipsr10k
Ahmadzaihabib/lolCodeFinal	noise	P4	0		0	0	no	no		https://github.com/Ahmadzaihabib/lolCodeFinal
AydenMartin/LOLCalc	noise	P4	0		0	0	no	no		https://github.com/AydenMartin/LOLCalc
ChenDDDAA/LOLcode	noise	P4	0		0	0	no	no		https://github.com/ChenDDDAA/LOLcode
DeepakMartinez/LoLcode	noise	P4	0		0	0	no	no		https://github.com/DeepakMartinez/LoLcode
Jeansidharta/lolcode-ast	noise	P4	0	Rust	0	0	no	no		https://github.com/Jeansidharta/lolcode-ast
Jeansidharta/lolcode-lsp	noise	P4	0	Rust	0	0	no	no		https://github.com/Jeansidharta/lolcode-lsp
JohnReeves/lolcode	noise	P4	0		0	0	no	no		https://github.com/JohnReeves/lolcode
Legitra/LOLCODE-THINGS	noise	P4	0	Python	0	0	no	no		https://github.com/Legitra/LOLCODE-THINGS
LolCode9999/LOlCode99991	noise	P4	0		0	0	no	no		https://github.com/LolCode9999/LOlCode99991
MKstarFromSwitch/lci-installer	noise	P4	0	Shell	0	0	no	no		https://github.com/MKstarFromSwitch/lci-installer
Madseffect/LOLCODE	noise	P4	0		0	0	no	no		https://github.com/Madseffect/LOLCODE
Matiasarapura/lolcodeanalisis.github.io	noise	P4	0	HTML	0	0	no	no		https://github.com/Matiasarapura/lolcodeanalisis.github.io
MineRobber9000/lua-lcvm	noise	P4	0	Lua	0	0	no	no		https://github.com/MineRobber9000/lua-lcvm
MrFlyingToasterman/lolcode-crackme	noise	P4	0		0	0	no	no		https://github.com/MrFlyingToasterman/lolcode-crackme
NghiLamPhuc/ProgrammingLanguage.	noise	P4	0	Scala	0	0	no	no		https://github.com/NghiLamPhuc/ProgrammingLanguage.
NippyTheDev/LOLCODE-IDE	noise	P4	0	Python	0	0	no	no		https://github.com/NippyTheDev/LOLCODE-IDE
PathikShah-13/-root-programming-entry	noise	P4	0		0	0	no	no		https://github.com/PathikShah-13/-root-programming-entry
PathikShah-13/-root-programming-msd-entry	noise	P4	0		0	0	no	no		https://github.com/PathikShah-13/-root-programming-msd-entry
Praoubl/lolcode-stuff	noise	P4	0		0	0	no	no		https://github.com/Praoubl/lolcode-stuff
RealFatCat/lolcode-jff	noise	P4	0		0	0	no	no		https://github.com/RealFatCat/lolcode-jff
Sterlinsheeja/lolcode	noise	P4	0		0	0	no	no		https://github.com/Sterlinsheeja/lolcode
TStut15/Random-Code	noise	P4	0	Fortran	0	0	no	no		https://github.com/TStut15/Random-Code
Thisismygirlrakshaforsure/-LOLCODE	noise	P4	0		0	0	no	no		https://github.com/Thisismygirlrakshaforsure/-LOLCODE
Vapidjimbo/LOLCode3	noise	P4	0	HTML	0	0	no	no		https://github.com/Vapidjimbo/LOLCode3
abim91/lolcodeCompiler	noise	P4	0	Rust	0	0	no	no		https://github.com/abim91/lolcodeCompiler
aghastmuffin/lolcode.py	noise	P4	0		0	0	no	no		https://github.com/aghastmuffin/lolcode.py
akplayle/LOLTracer	noise	P4	0		0	0	no	no		https://github.com/akplayle/LOLTracer
alcalamatthew/lolcode-test	noise	P4	0		0	0	no	no		https://github.com/alcalamatthew/lolcode-test
alexcimr/Transpiler-LOLCODE-do-Pythona	noise	P4	0		0	0	no	no		https://github.com/alexcimr/Transpiler-LOLCODE-do-Pythona
andrel/lolpizza	noise	P4	0		0	0	no	no		https://github.com/andrel/lolpizza
aur-archive/lolcode-git	noise	P4	0	Shell	0	0	no	no		https://github.com/aur-archive/lolcode-git
aurik3/Lolcodev	noise	P4	0	JavaScript	0	0	no	no		https://github.com/aurik3/Lolcodev
blake18/COSC-455-Project-1-LOLCODE-Markdown-Language-Translation	noise	P4	0	Rust	0	0	no	no		https://github.com/blake18/COSC-455-Project-1-LOLCODE-Markdown-Language-Translation
brightblackhole/lolcode	noise	P4	0		0	0	no	no		https://github.com/brightblackhole/lolcode
btseytlin/ply_lolcode	noise	P4	0	Python	0	0	no	no		https://github.com/btseytlin/ply_lolcode
cyberdrk/hello-reimagined-octo-fortnight-world	noise	P4	0		0	0	no	no		https://github.com/cyberdrk/hello-reimagined-octo-fortnight-world
dlsantos/lolcode	noise	P4	0		0	0	no	no		https://github.com/dlsantos/lolcode
dwinchell/ref-app-lolcode	noise	P4	0	Dockerfile	0	0	no	no		https://github.com/dwinchell/ref-app-lolcode
dworzycp/track_and_trace	noise	P4	0		0	0	no	no		https://github.com/dworzycp/track_and_trace
filipw/ScriptCs.Engine.LolCode	noise	P4	0	C#	0	0	no	no		https://github.com/filipw/ScriptCs.Engine.LolCode
garvit-batra-7/lolcode-hello-unkown	noise	P4	0		0	0	no	no		https://github.com/garvit-batra-7/lolcode-hello-unkown
hackfest-dev/HF24-LoLCode	noise	P4	0	HTML	0	0	no	no		https://github.com/hackfest-dev/HF24-LoLCode
holyPancakes/LOLCodeInterpreter_OTP	noise	P4	0	C#	0	0	no	no		https://github.com/holyPancakes/LOLCodeInterpreter_OTP
ikiki1008/lolcode-desu	noise	P4	0	HTML	0	0	no	no		https://github.com/ikiki1008/lolcode-desu
ioanatanasiciuc/LOLCODE_PLP_TanasiciucIoana	noise	P4	0	Coq	0	0	no	no		https://github.com/ioanatanasiciuc/LOLCODE_PLP_TanasiciucIoana
ivanpolo-pro/lolcode	noise	P4	0		0	0	no	no		https://github.com/ivanpolo-pro/lolcode
jamiec-0123/LOLcode	noise	P4	0		0	0	no	no		https://github.com/jamiec-0123/LOLcode
jessterryberry/lolcode_tempconvert	noise	P4	0		0	0	no	no		https://github.com/jessterryberry/lolcode_tempconvert
jkcdarunday/ProjectDestiny	noise	P4	0	C++	0	0	no	no		https://github.com/jkcdarunday/ProjectDestiny
keksprache/lolcat.py	noise	P4	0		0	0	no	no		https://github.com/keksprache/lolcat.py
kylewensman/CITPT-225_LOLCode_documentation	noise	P4	0	HTML	0	0	no	no		https://github.com/kylewensman/CITPT-225_LOLCode_documentation
lacraig2/lolcode-java	noise	P4	0	Java	0	0	no	no		https://github.com/lacraig2/lolcode-java
lepermessiah57/lolcode-java	noise	P4	0	Java	0	0	no	no		https://github.com/lepermessiah57/lolcode-java
lolcodepp/lolcodepp.github.io	noise	P4	0	HTML	0	0	no	no		https://github.com/lolcodepp/lolcodepp.github.io
loloshkaCode/lolCode	noise	P4	0		0	0	no	no		https://github.com/loloshkaCode/lolCode
mSulleza/cmsc124-lolcode-chipmunks	noise	P4	0	C#	0	0	no	no		https://github.com/mSulleza/cmsc124-lolcode-chipmunks
mikegogulski/99Bottles-LOLCODE	noise	P4	0		0	0	no	no		https://github.com/mikegogulski/99Bottles-LOLCODE
mmdeviterbo/recreate-lolcode-project	noise	P4	0	Java	0	0	no	no		https://github.com/mmdeviterbo/recreate-lolcode-project
murraytime803/lolcode	noise	P4	0		0	0	no	no		https://github.com/murraytime803/lolcode
nikmend/LoLCode	noise	P4	0		0	0	no	no		https://github.com/nikmend/LoLCode
